Trade #,Type,Date and time,Signal,Price USDT,Position size (qty),Position size (value),Net P&L USDT,Net P&L %,Favorable excursion USDT,Favorable excursion %,Adverse excursion USDT,Adverse excursion %,Cumulative P&L USDT,Cumulative P&L %
1977,Exit short,12-01-2026 22:30,BUY DD,90338.28,1.28133,115547.9049,-205.24,-0.18,74.45,0.06,-341.06,-0.3,16712,16.71
1977,Entry short,12-01-2026 16:30,SELL DD,90178.1,1.28133,115547.9049,-205.24,-0.18,74.45,0.06,-341.06,-0.3,16712,16.71
1978,Exit long,12-01-2026 23:45,Close entry(s) order BUY DD,90384.33,1.29194,116711.6375,59.49,0.05,169.8,0.15,-89.62,-0.08,16771.5,16.77
1978,Entry long,12-01-2026 22:30,BUY DD,90338.28,1.29194,116711.6375,59.49,0.05,169.8,0.15,-89.62,-0.08,16771.5,16.77
1979,Exit short,13-01-2026 01:15,BUY DD,90311.13,1.29205,116770.8147,84.32,0.07,138.75,0.12,0,0,16855.81,16.86
1979,Entry short,13-01-2026 00:15,SELL DD,90376.39,1.29205,116770.8147,84.32,0.07,138.75,0.12,0,0,16855.81,16.86
1980,Exit long,13-01-2026 02:00,Close entry(s) order BUY DD,90351.45,1.29392,116855.3773,52.17,0.04,89.11,0.08,-52.38,-0.04,16907.98,16.91
1980,Entry long,13-01-2026 01:15,BUY DD,90311.13,1.29392,116855.3773,52.17,0.04,89.11,0.08,-52.38,-0.04,16907.98,16.91
1981,Exit long,13-01-2026 08:15,Close entry(s) order BUY DD,90334.45,1.29283,116907.889,-120.8,-0.1,10.48,0.01,-196.2,-0.17,16787.18,16.79
1981,Entry long,13-01-2026 07:15,BUY DD,90427.89,1.29283,116907.889,-120.8,-0.1,10.48,0.01,-196.2,-0.17,16787.18,16.79
1982,Exit long,13-01-2026 17:00,Close entry(s) order BUY DD,90175.97,1.29636,116786.8816,113.64,0.1,124.81,0.11,-417.32,-0.36,16900.82,16.9
1982,Entry long,13-01-2026 16:00,BUY DD,90088.31,1.29636,116786.8816,113.64,0.1,124.81,0.11,-417.32,-0.36,16900.82,16.9
1983,Exit short,13-01-2026 17:30,Margin call,90244.49,0.01768,1592.797565,-2.73,-0.17,0.0002,0,-2.73,-0.17,16898.1,16.9
1983,Entry short,13-01-2026 17:30,SELL DD,90090.36,0.01768,1592.797565,-2.73,-0.17,0.0002,0,-2.73,-0.17,16898.1,16.9
1984,Exit short,13-01-2026 19:15,Close entry(s) order SELL DD,90268.18,1.27991,115307.5527,-227.59,-0.2,50.35,0.04,-243.69,-0.21,16670.5,16.67
1984,Entry short,13-01-2026 17:30,SELL DD,90090.36,1.27991,115307.5527,-227.59,-0.2,50.35,0.04,-243.69,-0.21,16670.5,16.67
1985,Exit short,13-01-2026 20:15,Margin call,90442,0.00772,697.6891328,-0.52,-0.07,0.03,0,-0.52,-0.07,16669.98,16.67
1985,Entry short,13-01-2026 20:15,SELL DD,90374.24,0.00772,697.6891328,-0.52,-0.07,0.03,0,-0.52,-0.07,16669.98,16.67
1986,Exit short,13-01-2026 22:00,Close entry(s) order SELL DD,90290.18,1.28325,115972.7435,107.87,0.09,213.33,0.18,-86.95,-0.07,16777.85,16.78
1986,Entry short,13-01-2026 20:15,SELL DD,90374.24,1.28325,115972.7435,107.87,0.09,213.33,0.18,-86.95,-0.07,16777.85,16.78
1987,Exit long,14-01-2026 00:00,SELL DD,90201.5,1.2938,116777.0813,-74.38,-0.06,90.89,0.08,-169.49,-0.15,16703.47,16.7
1987,Entry long,13-01-2026 23:00,BUY DD,90258.99,1.2938,116777.0813,-74.38,-0.06,90.89,0.08,-169.49,-0.15,16703.47,16.7
1988,Exit short,14-01-2026 00:45,Margin call,90228.66,0.00308,277.82062,-0.08,-0.03,0.46,0.17,-0.08,-0.03,16703.39,16.7
1988,Entry short,14-01-2026 00:00,SELL DD,90201.5,0.00308,277.82062,-0.08,-0.03,0.46,0.17,-0.08,-0.03,16703.39,16.7
1989,Exit short,14-01-2026 01:30,Close entry(s) order SELL DD,90101.36,1.29072,116424.8801,129.25,0.11,194.59,0.17,-56.59,-0.05,16832.64,16.83
1989,Entry short,14-01-2026 00:00,SELL DD,90201.5,1.29072,116424.8801,129.25,0.11,194.59,0.17,-56.59,-0.05,16832.64,16.83
1990,Exit long,14-01-2026 03:00,Close entry(s) order BUY DD,90245.6,1.29604,116831.8757,130.03,0.11,173.86,0.15,-93.7,-0.08,16962.67,16.96
1990,Entry long,14-01-2026 02:00,BUY DD,90145.27,1.29604,116831.8757,130.03,0.11,173.86,0.15,-93.7,-0.08,16962.67,16.96
1991,Exit long,14-01-2026 08:15,SELL DD,89243.88,1.29955,116962.346,-985.46,-0.84,174.18,0.15,-1708.8,-1.46,15977.21,15.98
1991,Entry long,14-01-2026 04:45,BUY DD,90002.19,1.29955,116962.346,-985.46,-0.84,174.18,0.15,-1708.8,-1.46,15977.21,15.98
1992,Exit short,14-01-2026 08:15,Margin call,89322.33,0.00908,810.3344304,-0.71,-0.09,0,0,-0.71,-0.09,15976.5,15.98
1992,Entry short,14-01-2026 08:15,SELL DD,89243.88,0.00908,810.3344304,-0.71,-0.09,0,0,-0.71,-0.09,15976.5,15.98
1993,Exit short,14-01-2026 10:15,BUY DD,89015.97,1.29047,115166.5498,294.11,0.26,464.08,0.4,-403.85,-0.35,16270.61,16.27
1993,Entry short,14-01-2026 08:15,SELL DD,89243.88,1.29047,115166.5498,294.11,0.26,464.08,0.4,-403.85,-0.35,16270.61,16.27
1994,Exit long,14-01-2026 19:30,SELL DD,88541.96,1.30617,116269.9895,-619.14,-0.53,499.92,0.43,-1879.07,-1.62,15651.47,15.65
1994,Entry long,14-01-2026 10:15,BUY DD,89015.97,1.30617,116269.9895,-619.14,-0.53,499.92,0.43,-1879.07,-1.62,15651.47,15.65
1995,Exit short,14-01-2026 19:30,Margin call,88692.3,0.01768,1565.421853,-2.66,-0.17,0,0,-2.66,-0.17,15648.81,15.65
1995,Entry short,14-01-2026 19:30,SELL DD,88541.96,0.01768,1565.421853,-2.66,-0.17,0,0,-2.66,-0.17,15648.81,15.65
1996,Exit short,14-01-2026 20:30,Margin call,89300,0.01744,1544.171782,-13.22,-0.86,7.24,0.47,-13.22,-0.86,15635.59,15.64
1996,Entry short,14-01-2026 19:30,SELL DD,88541.96,0.01744,1544.171782,-13.22,-0.86,7.24,0.47,-13.22,-0.86,15635.59,15.64
1997,Exit short,14-01-2026 21:15,Close entry(s) order SELL DD,89529.81,1.27105,112541.2583,-1255.61,-1.12,527.45,0.47,-1416.36,-1.26,14379.99,14.38
1997,Entry short,14-01-2026 19:30,SELL DD,88541.96,1.27105,112541.2583,-1255.61,-1.12,527.45,0.47,-1416.36,-1.26,14379.99,14.38
1998,Exit short,14-01-2026 23:45,Margin call,89786.89,0.01292,1158.577356,-1.47,-0.13,0.55,0.05,-1.47,-0.13,14378.52,14.38
1998,Entry short,14-01-2026 23:45,SELL DD,89673.17,0.01292,1158.577356,-1.47,-0.13,0.55,0.05,-1.47,-0.13,14378.52,14.38
1999,Exit short,15-01-2026 03:30,Close entry(s) order SELL DD,89863.77,1.2626,113221.3444,-240.65,-0.21,247.71,0.22,-309.73,-0.27,14137.86,14.14
1999,Entry short,14-01-2026 23:45,SELL DD,89673.17,1.2626,113221.3444,-240.65,-0.21,247.71,0.22,-309.73,-0.27,14137.86,14.14
2000,Exit long,15-01-2026 11:00,Close entry(s) order BUY DD,87033.21,1.27625,114137.6028,-3061.47,-2.68,567.18,0.5,-3586.39,-3.14,11076.4,11.08
2000,Entry long,15-01-2026 09:00,BUY DD,89432.01,1.27625,114137.6028,-3061.47,-2.68,567.18,0.5,-3586.39,-3.14,11076.4,11.08
2001,Exit long,15-01-2026 14:30,SELL DD,86117.24,1.29325,111076.1432,294.98,0.27,868.09,0.78,-960.25,-0.86,11371.37,11.37
2001,Entry long,15-01-2026 13:15,BUY DD,85889.15,1.29325,111076.1432,294.98,0.27,868.09,0.78,-960.25,-0.86,11371.37,11.37
2002,Exit short,15-01-2026 14:30,Margin call,86333.12,0.02584,2225.269482,-5.58,-0.25,0.22,0.01,-5.58,-0.25,11365.8,11.37
2002,Entry short,15-01-2026 14:30,SELL DD,86117.24,0.02584,2225.269482,-5.58,-0.25,0.22,0.01,-5.58,-0.25,11365.8,11.37
2003,Exit short,15-01-2026 15:45,BUY DD,85932.57,1.26741,109145.8511,234.05,0.21,641.77,0.59,-273.61,-0.25,11599.85,11.6
2003,Entry short,15-01-2026 14:30,SELL DD,86117.24,1.26741,109145.8511,234.05,0.21,641.77,0.59,-273.61,-0.25,11599.85,11.6
2004,Exit long,15-01-2026 19:45,Close entry(s) order BUY DD,86133.04,1.29869,111599.7693,260.35,0.23,782.66,0.7,-522.8,-0.47,11860.2,11.86
2004,Entry long,15-01-2026 15:45,BUY DD,85932.57,1.29869,111599.7693,260.35,0.23,782.66,0.7,-522.8,-0.47,11860.2,11.86
2005,Exit long,15-01-2026 22:45,Close entry(s) order BUY DD,85786.65,1.30205,111859.9098,-161.4,-0.14,413.24,0.37,-683.07,-0.61,11698.79,11.7
2005,Entry long,15-01-2026 20:30,BUY DD,85910.61,1.30205,111859.9098,-161.4,-0.14,413.24,0.37,-683.07,-0.61,11698.79,11.7
2006,Exit short,15-01-2026 23:30,Margin call,85682.28,0.00424,363.1431952,-0.15,-0.04,0,0,-0.15,-0.04,11698.64,11.7
2006,Entry short,15-01-2026 23:30,SELL DD,85646.98,0.00424,363.1431952,-0.15,-0.04,0,0,-0.15,-0.04,11698.64,11.7
2007,Exit short,15-01-2026 23:45,Margin call,85850,0.00764,654.3429272,-1.55,-0.24,1.26,0.19,-1.55,-0.24,11697.09,11.7
2007,Entry short,15-01-2026 23:30,SELL DD,85646.98,0.00764,654.3429272,-1.55,-0.24,1.26,0.19,-1.55,-0.24,11697.09,11.7
2008,Exit short,16-01-2026 00:00,BUY DD,85838.5,1.29229,110680.7358,-247.5,-0.22,492.34,0.44,-262.36,-0.24,11449.59,11.45
2008,Entry short,15-01-2026 23:30,SELL DD,85646.98,1.29229,110680.7358,-247.5,-0.22,492.34,0.44,-262.36,-0.24,11449.59,11.45
2009,Exit long,16-01-2026 01:15,SELL DD,86225.66,1.29836,111449.2749,502.67,0.45,599.19,0.54,-33.61,-0.03,11952.27,11.95
2009,Entry long,16-01-2026 00:00,BUY DD,85838.5,1.29836,111449.2749,502.67,0.45,599.19,0.54,-33.61,-0.03,11952.27,11.95
2010,Exit short,16-01-2026 01:15,Margin call,86460.17,0.02812,2424.665559,-6.59,-0.27,0,0,-6.59,-0.27,11945.67,11.95
2010,Entry short,16-01-2026 01:15,SELL DD,86225.66,0.02812,2424.665559,-6.59,-0.27,0,0,-6.59,-0.27,11945.67,11.95
2011,Exit short,16-01-2026 03:15,BUY DD,86155.95,1.27024,109527.2824,88.55,0.08,477.18,0.44,-495.04,-0.45,12034.22,12.03
2011,Entry short,16-01-2026 01:15,SELL DD,86225.66,1.27024,109527.2824,88.55,0.08,477.18,0.44,-495.04,-0.45,12034.22,12.03
2012,Exit long,16-01-2026 08:00,Close entry(s) order BUY DD,87212.98,1.30036,112033.7511,1374.52,1.23,1721.74,1.54,-153.53,-0.14,13408.74,13.41
2012,Entry long,16-01-2026 03:15,BUY DD,86155.95,1.30036,112033.7511,1374.52,1.23,1721.74,1.54,-153.53,-0.14,13408.74,13.41
2013,Exit short,16-01-2026 09:00,Margin call,86959.86,0.06232,5387.129006,-32.21,-0.6,20.91,0.39,-32.21,-0.6,13376.53,13.38
2013,Entry short,16-01-2026 09:00,SELL DD,86443.02,0.06232,5387.129006,-32.21,-0.6,20.91,0.39,-32.21,-0.6,13376.53,13.38
2014,Exit short,16-01-2026 09:30,BUY DD,86935.15,1.24962,108020.9267,-614.98,-0.57,419.36,0.39,-796,-0.74,12761.56,12.76
2014,Entry short,16-01-2026 09:00,SELL DD,86443.02,1.24962,108020.9267,-614.98,-0.57,419.36,0.39,-796,-0.74,12761.56,12.76
2015,Exit long,16-01-2026 10:15,SELL DD,87233.97,1.29707,112760.975,387.59,0.34,1074.97,0.95,-162.33,-0.14,13149.15,13.15
2015,Entry long,16-01-2026 09:30,BUY DD,86935.15,1.29707,112760.975,387.59,0.34,1074.97,0.95,-162.33,-0.14,13149.15,13.15
2016,Exit short,16-01-2026 10:15,Margin call,87273.05,0.0046,401.276262,-0.18,-0.04,0,0,-0.18,-0.04,13148.97,13.15
2016,Entry short,16-01-2026 10:15,SELL DD,87233.97,0.0046,401.276262,-0.18,-0.04,0,0,-0.18,-0.04,13148.97,13.15
2017,Exit short,16-01-2026 10:45,Margin call,88175.98,0.09224,8046.461393,-86.89,-1.08,36.4,0.45,-86.89,-1.08,13062.08,13.06
2017,Entry short,16-01-2026 10:15,SELL DD,87233.97,0.09224,8046.461393,-86.89,-1.08,36.4,0.45,-86.89,-1.08,13062.08,13.06
2018,Exit short,16-01-2026 12:45,Close entry(s) order SELL DD,87224.62,1.20023,104700.8278,11.22,0.01,473.63,0.45,-1130.63,-1.08,13073.3,13.07
2018,Entry short,16-01-2026 10:15,SELL DD,87233.97,1.20023,104700.8278,11.22,0.01,473.63,0.45,-1130.63,-1.08,13073.3,13.07
2019,Exit long,16-01-2026 14:45,Close entry(s) order BUY DD,87567.4,1.29379,113072.8342,220.99,0.2,806.41,0.71,-132.59,-0.12,13294.29,13.29
2019,Entry long,16-01-2026 13:30,BUY DD,87396.59,1.29379,113072.8342,220.99,0.2,806.41,0.71,-132.59,-0.12,13294.29,13.29
2020,Exit short,16-01-2026 15:15,Margin call,87615.92,0.01752,1532.430775,-2.6,-0.17,2.17,0.14,-2.6,-0.17,13291.69,13.29
2020,Entry short,16-01-2026 15:15,SELL DD,87467.51,0.01752,1532.430775,-2.6,-0.17,2.17,0.14,-2.6,-0.17,13291.69,13.29
2021,Exit short,16-01-2026 16:15,Close entry(s) order SELL DD,87649.84,1.27775,111761.6109,-232.97,-0.21,158.13,0.14,-471.44,-0.42,13058.72,13.06
2021,Entry short,16-01-2026 15:15,SELL DD,87467.51,1.27775,111761.6109,-232.97,-0.21,158.13,0.14,-471.44,-0.42,13058.72,13.06
2022,Exit long,16-01-2026 21:45,Close entry(s) order BUY DD,87400.7,1.28963,113058.264,-343.7,-0.3,364.69,0.32,-617.53,-0.55,12715.02,12.72
2022,Entry long,16-01-2026 18:30,BUY DD,87667.21,1.28963,113058.264,-343.7,-0.3,364.69,0.32,-617.53,-0.55,12715.02,12.72
2023,Exit short,16-01-2026 22:30,Margin call,87389.84,0.005,436.73565,-0.21,-0.05,0,0,-0.21,-0.05,12714.8,12.71
2023,Entry short,16-01-2026 22:30,SELL DD,87347.13,0.005,436.73565,-0.21,-0.05,0,0,-0.21,-0.05,12714.8,12.71
2024,Exit short,16-01-2026 23:15,BUY DD,87324.66,1.28542,112277.7478,28.88,0.03,253.38,0.23,-66.08,-0.06,12743.69,12.74
2024,Entry short,16-01-2026 22:30,SELL DD,87347.13,1.28542,112277.7478,28.88,0.03,253.38,0.23,-66.08,-0.06,12743.69,12.74
2025,Exit long,17-01-2026 00:45,Close entry(s) order BUY DD,86488.04,1.29108,112743.122,-1080.14,-0.96,0,0,-1440.26,-1.28,11663.54,11.66
2025,Entry long,16-01-2026 23:15,BUY DD,87324.66,1.29108,112743.122,-1080.14,-0.96,0,0,-1440.26,-1.28,11663.54,11.66
2026,Exit long,17-01-2026 04:00,Close entry(s) order BUY DD,86395.67,1.2832,111662.7295,-799.81,-0.72,89.14,0.08,-888.18,-0.8,10863.74,10.86
2026,Entry long,17-01-2026 02:45,BUY DD,87018.96,1.2832,111662.7295,-799.81,-0.72,89.14,0.08,-888.18,-0.8,10863.74,10.86
2027,Exit long,17-01-2026 12:00,Close entry(s) order BUY DD,86986.5,1.27576,110863.5695,110.33,0.1,4421.57,3.99,-935.59,-0.84,10974.07,10.97
2027,Entry long,17-01-2026 08:15,BUY DD,86900.02,1.27576,110863.5695,110.33,0.1,4421.57,3.99,-935.59,-0.84,10974.07,10.97
2028,Exit short,17-01-2026 12:30,Margin call,86916.33,0.0048,417.000864,-0.2,-0.05,0,0,-0.2,-0.05,10973.87,10.97
2028,Entry short,17-01-2026 12:30,SELL DD,86875.18,0.0048,417.000864,-0.2,-0.05,0,0,-0.2,-0.05,10973.87,10.97
2029,Exit short,17-01-2026 14:15,BUY DD,85521.7,1.27259,110556.4853,1722.43,1.56,1986.74,1.8,-52.37,-0.05,12696.29,12.7
2029,Entry short,17-01-2026 12:30,SELL DD,86875.18,1.27259,110556.4853,1722.43,1.56,1986.74,1.8,-52.37,-0.05,12696.29,12.7
2030,Exit long,17-01-2026 19:30,SELL DD,86248,1.31775,112696.2202,957.08,0.85,1198.41,1.06,-101.45,-0.09,13653.38,13.65
2030,Entry long,17-01-2026 14:15,BUY DD,85521.7,1.31775,112696.2202,957.08,0.85,1198.41,1.06,-101.45,-0.09,13653.38,13.65
2031,Exit short,17-01-2026 19:30,Margin call,86313.71,0.008,689.984,-0.53,-0.08,0,0,-0.53,-0.08,13652.85,13.65
2031,Entry short,17-01-2026 19:30,SELL DD,86248,0.008,689.984,-0.53,-0.08,0,0,-0.53,-0.08,13652.85,13.65
2032,Exit short,17-01-2026 21:00,Margin call,86546.66,0.00428,369.14144,-1.28,-0.35,1.64,0.45,-1.28,-0.35,13651.57,13.65
2032,Entry short,17-01-2026 19:30,SELL DD,86248,0.00428,369.14144,-1.28,-0.35,1.64,0.45,-1.28,-0.35,13651.57,13.65
2033,Exit short,17-01-2026 21:15,Close entry(s) order SELL DD,86492.98,1.30547,112594.1766,-319.81,-0.28,501.39,0.45,-389.89,-0.35,13331.76,13.33
2033,Entry short,17-01-2026 19:30,SELL DD,86248,1.30547,112594.1766,-319.81,-0.28,501.39,0.45,-389.89,-0.35,13331.76,13.33
2034,Exit long,17-01-2026 23:45,SELL DD,86858.55,1.3084,113331.4491,314.28,0.28,370.34,0.33,-14.41,-0.01,13646.04,13.65
2034,Entry long,17-01-2026 23:00,BUY DD,86618.35,1.3084,113331.4491,314.28,0.28,370.34,0.33,-14.41,-0.01,13646.04,13.65
2035,Exit short,18-01-2026 01:00,BUY DD,86440.9,1.3084,113645.7268,546.45,0.48,620.1,0.55,-0.01,0,14192.49,14.19
2035,Entry short,17-01-2026 23:45,SELL DD,86858.55,1.3084,113645.7268,546.45,0.48,620.1,0.55,-0.01,0,14192.49,14.19
2036,Exit long,18-01-2026 02:45,SELL DD,86747.76,1.32104,114191.8865,405.37,0.35,558.6,0.49,-38.68,-0.03,14597.86,14.6
2036,Entry long,18-01-2026 01:00,BUY DD,86440.9,1.32104,114191.8865,405.37,0.35,558.6,0.49,-38.68,-0.03,14597.86,14.6
2037,Exit short,18-01-2026 02:45,Margin call,86843.97,0.01168,1013.213837,-1.12,-0.11,0.41,0.04,-1.12,-0.11,14596.74,14.6
2037,Entry short,18-01-2026 02:45,SELL DD,86747.76,0.01168,1013.213837,-1.12,-0.11,0.41,0.04,-1.12,-0.11,14596.74,14.6
2038,Exit short,18-01-2026 04:30,Margin call,87391.5,0.0308,2671.831008,-19.83,-0.74,1.93,0.07,-19.83,-0.74,14576.91,14.58
2038,Entry short,18-01-2026 02:45,SELL DD,86747.76,0.0308,2671.831008,-19.83,-0.74,1.93,0.07,-19.83,-0.74,14576.91,14.58
2039,Exit short,18-01-2026 05:15,Close entry(s) order SELL DD,87341.35,1.27856,110912.216,-758.94,-0.68,80.06,0.07,-884.81,-0.8,13817.97,13.82
2039,Entry short,18-01-2026 02:45,SELL DD,86747.76,1.27856,110912.216,-758.94,-0.68,80.06,0.07,-884.81,-0.8,13817.97,13.82
2040,Exit long,18-01-2026 09:30,SELL DD,88518.37,1.30609,113817.5935,1795.36,1.58,3048.22,2.68,-44.41,-0.04,15613.34,15.61
2040,Entry long,18-01-2026 06:45,BUY DD,87143.76,1.30609,113817.5935,1795.36,1.58,3048.22,2.68,-44.41,-0.04,15613.34,15.61
2041,Exit short,18-01-2026 09:30,Margin call,89131.29,0.0718,6355.618966,-44.01,-0.69,0,0,-44.01,-0.69,15569.33,15.57
2041,Entry short,18-01-2026 09:30,SELL DD,88518.37,0.0718,6355.618966,-44.01,-0.69,0,0,-44.01,-0.69,15569.33,15.57
2042,Exit short,18-01-2026 14:45,BUY DD,84692.65,1.23429,109257.3389,4722.05,4.32,4752.47,4.35,-1042.26,-0.95,20291.38,20.29
2042,Entry short,18-01-2026 09:30,SELL DD,88518.37,1.23429,109257.3389,4722.05,4.32,4752.47,4.35,-1042.26,-0.95,20291.38,20.29
2043,Exit long,18-01-2026 15:30,Close entry(s) order BUY DD,84979.25,1.42032,120290.6646,407.06,0.34,817.76,0.68,-344.63,-0.29,20698.44,20.7
2043,Entry long,18-01-2026 14:45,BUY DD,84692.65,1.42032,120290.6646,407.06,0.34,817.76,0.68,-344.63,-0.29,20698.44,20.7
2044,Exit short,18-01-2026 17:00,Margin call,85750.85,0.01572,1346.118691,-1.88,-0.14,0,0,-1.88,-0.14,20696.56,20.7
2044,Entry short,18-01-2026 17:00,SELL DD,85630.96,0.01572,1346.118691,-1.88,-0.14,0,0,-1.88,-0.14,20696.56,20.7
2045,Exit short,18-01-2026 18:15,Close entry(s) order SELL DD,85619.99,1.39379,119351.5757,15.29,0.01,478,0.4,-167.1,-0.14,20711.85,20.71
2045,Entry short,18-01-2026 17:00,SELL DD,85630.96,1.39379,119351.5757,15.29,0.01,478,0.4,-167.1,-0.14,20711.85,20.71
2046,Exit long,18-01-2026 23:00,SELL DD,86891.39,1.4148,120711.3302,2222.61,1.84,3181.28,2.64,-261.78,-0.22,22934.45,22.93
2046,Entry long,18-01-2026 21:00,BUY DD,85320.42,1.4148,120711.3302,2222.61,1.84,3181.28,2.64,-261.78,-0.22,22934.45,22.93
2047,Exit short,18-01-2026 23:00,Margin call,87380,0.06324,5495.011504,-30.9,-0.56,2.86,0.05,-30.9,-0.56,22903.55,22.9
2047,Entry short,18-01-2026 23:00,SELL DD,86891.39,0.06324,5495.011504,-30.9,-0.56,2.86,0.05,-30.9,-0.56,22903.55,22.9
2048,Exit short,19-01-2026 01:00,BUY DD,87139.95,1.35156,117438.9271,-335.94,-0.29,329.62,0.28,-660.39,-0.56,22567.61,22.57
2048,Entry short,18-01-2026 23:00,SELL DD,86891.39,1.35156,117438.9271,-335.94,-0.29,329.62,0.28,-660.39,-0.56,22567.61,22.57
2049,Exit long,19-01-2026 06:30,SELL DD,88281.58,1.40656,122567.5681,1605.77,1.31,1841.34,1.5,-326.53,-0.27,24173.38,24.17
2049,Entry long,19-01-2026 01:00,BUY DD,87139.95,1.40656,122567.5681,1605.77,1.31,1841.34,1.5,-326.53,-0.27,24173.38,24.17
2050,Exit short,19-01-2026 06:30,Margin call,88362.37,0.01028,907.5346424,-0.83,-0.09,0,0,-0.83,-0.09,24172.55,24.17
2050,Entry short,19-01-2026 06:30,SELL DD,88281.58,0.01028,907.5346424,-0.83,-0.09,0,0,-0.83,-0.09,24172.55,24.17
2051,Exit short,19-01-2026 10:00,Margin call,88833.84,0.0286,2524.853188,-15.79,-0.63,21.94,0.87,-15.79,-0.63,24156.76,24.16
2051,Entry short,19-01-2026 06:30,SELL DD,88281.58,0.0286,2524.853188,-15.79,-0.63,21.94,0.87,-15.79,-0.63,24156.76,24.16
2052,Exit short,19-01-2026 11:15,BUY DD,88380,1.36768,120740.9513,-134.61,-0.11,1049,0.87,-1529.6,-1.27,24022.15,24.02
2052,Entry short,19-01-2026 06:30,SELL DD,88281.58,1.36768,120740.9513,-134.61,-0.11,1049,0.87,-1529.6,-1.27,24022.15,24.02
2053,Exit long,19-01-2026 13:15,Close entry(s) order BUY DD,87193.5,1.40328,124021.8864,-1664.99,-1.34,705.22,0.57,-2152.41,-1.74,22357.16,22.36
2053,Entry long,19-01-2026 11:15,BUY DD,88380,1.40328,124021.8864,-1664.99,-1.34,705.22,0.57,-2152.41,-1.74,22357.16,22.36
2054,Exit short,19-01-2026 15:15,Margin call,88201.59,0.05324,4673.407732,-22.44,-0.48,4.73,0.1,-22.44,-0.48,22334.71,22.33
2054,Entry short,19-01-2026 15:15,SELL DD,87780.01,0.05324,4673.407732,-22.44,-0.48,4.73,0.1,-22.44,-0.48,22334.71,22.33
2055,Exit short,19-01-2026 18:15,Close entry(s) order SELL DD,88263.01,1.34066,117683.1482,-647.54,-0.55,119.04,0.1,-867.19,-0.74,21687.17,21.69
2055,Entry short,19-01-2026 15:15,SELL DD,87780.01,1.34066,117683.1482,-647.54,-0.55,119.04,0.1,-867.19,-0.74,21687.17,21.69
2056,Exit short,19-01-2026 22:15,Margin call,88311.88,0.01692,1491.945703,-2.29,-0.15,0.0002,0,-2.29,-0.15,21684.88,21.68
2056,Entry short,19-01-2026 22:15,SELL DD,88176.46,0.01692,1491.945703,-2.29,-0.15,0.0002,0,-2.29,-0.15,21684.88,21.68
2057,Exit short,20-01-2026 00:15,Close entry(s) order SELL DD,88352.83,1.36312,120195.0962,-240.41,-0.2,72.78,0.06,-250.19,-0.21,21444.47,21.44
2057,Entry short,19-01-2026 22:15,SELL DD,88176.46,1.36312,120195.0962,-240.41,-0.2,72.78,0.06,-250.19,-0.21,21444.47,21.44
2058,Exit long,20-01-2026 03:45,SELL DD,88346.97,1.3754,121444.3677,68.05,0.06,179.5,0.15,-148.3,-0.12,21512.52,21.51
2058,Entry long,20-01-2026 02:15,BUY DD,88297.49,1.3754,121444.3677,68.05,0.06,179.5,0.15,-148.3,-0.12,21512.52,21.51
2059,Exit short,20-01-2026 03:45,Margin call,88349.85,0.00032,28.2710304,-0.001,0,0,0,-0.001,0,21512.52,21.51
2059,Entry short,20-01-2026 03:45,SELL DD,88346.97,0.00032,28.2710304,-0.001,0,0,0,-0.001,0,21512.52,21.51
2060,Exit short,20-01-2026 04:30,BUY DD,88304.28,1.37508,121484.1515,58.7,0.05,173.76,0.14,-3.96,0,21571.23,21.57
2060,Entry short,20-01-2026 03:45,SELL DD,88346.97,1.37508,121484.1515,58.7,0.05,173.76,0.14,-3.96,0,21571.23,21.57
2061,Exit long,20-01-2026 05:30,Close entry(s) order BUY DD,88158.67,1.37673,121571.1514,-200.47,-0.16,40.6,0.03,-240.94,-0.2,21370.76,21.37
2061,Entry long,20-01-2026 04:30,BUY DD,88304.28,1.37673,121571.1514,-200.47,-0.16,40.6,0.03,-240.94,-0.2,21370.76,21.37
2062,Exit short,20-01-2026 12:00,Margin call,88233.73,0.00648,571.4174808,-0.34,-0.06,0.51,0.09,-0.34,-0.06,21370.42,21.37
2062,Entry short,20-01-2026 11:30,SELL DD,88181.71,0.00648,571.4174808,-0.34,-0.06,0.51,0.09,-0.34,-0.06,21370.42,21.37
2063,Exit short,20-01-2026 13:45,Margin call,88418.73,0.00352,310.3996192,-0.83,-0.27,0.28,0.09,-0.83,-0.27,21369.59,21.37
2063,Entry short,20-01-2026 11:30,SELL DD,88181.71,0.00352,310.3996192,-0.83,-0.27,0.28,0.09,-0.83,-0.27,21369.59,21.37
2064,Exit short,20-01-2026 15:15,BUY DD,88263.85,1.36637,120488.8431,-112.23,-0.09,106.81,0.09,-323.86,-0.27,21257.35,21.26
2064,Entry short,20-01-2026 11:30,SELL DD,88181.71,1.36637,120488.8431,-112.23,-0.09,106.81,0.09,-323.86,-0.27,21257.35,21.26
2065,Exit long,20-01-2026 16:00,SELL DD,88271.6,1.3738,121256.8771,10.65,0.01,67.14,0.06,-46.17,-0.04,21268,21.27
2065,Entry long,20-01-2026 15:15,BUY DD,88263.85,1.3738,121256.8771,10.65,0.01,67.14,0.06,-46.17,-0.04,21268,21.27
2066,Exit short,20-01-2026 16:00,Margin call,88320.55,0.00604,533.160464,-0.3,-0.06,0.003,0,-0.3,-0.06,21267.71,21.27
